Promt,promt in Russian,Category,Subcategory,Url
Singer Valery Leontyev,Певец Валерий Леонтьев,Famous personalities,Musicians,https://www.amic.ru/images/news/news/434240_size1.jpg
Joseph Kobzon,Иосиф Кобзон,Famous personalities,Musicians,"https://sun9-65.userapi.com/s/v1/ig2/ogiIvZKK1MgTWGudo4aPxYxQxWz5LHxLImCKcRQlH3qw1gyBK44PVtFSNFKr8nhRpjkWI6x4IvP1Huvlupvrii9W.jpg?quality=95&as=32x32,48x49,72x73,108x109,160x162,240x243,360x364,480x486,540x546,586x593&from=bu&u=7ItZVb2TzRORWdALYtwotgMYMmt8sdGhy-U-GTDpkGk&cs=586x593"
Philip Kirkorov in rhinestones and feathers,Филипп Киркоров в стразах и перьях,Famous personalities,Musicians,https://sun9-88.userapi.com/impg/iKpuakAePJiFqIUSbD8TxO_wgbQ1Tqpw2SopWw/xH29lAHxJlo.jpg?size=1200x800&quality=96&sign=68460cd4511a5cc7b2b45cc84943ff89&c_uniq_tag=h9FE9Q1vvuWDG5tStVhSy_y7dVJesSqWWK9jAH_fYyY&type=album
Singer Fyodor Chaliapin in a fur coat against the backdrop of a snowy forest,Певец Фёдор Шаляпин в шубе на фоне заснеженного леса,Famous personalities,Musicians,https://cdn.culture.ru/images/9f70c502-6b97-5730-915f-b798bb27e1f2
Singer Grigory Leps with short hair and pink glasses,Певец Григорий Лепс с короткой стрижкой в розовых очках,Famous personalities,Musicians,https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_6675e82bce02fc440210e31a_6675eb47eb7b71571cbc39c4/scale_1200
Yuri Antonov,Юрий Антонов,Famous personalities,Musicians,https://i.scdn.co/image/ab67616100005174cc59caea09e5d22894cf7da9
"Ancient Rus', a man plays the pipe, ancient image","Русь древняя, мужик играет на дуде, старинное изображение",Famous personalities,Musicians,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQNRgajEHcmYPrXRTNSdNUg_YvW5JcMM1_PDvMFmddoWxDpnGF7
writer Nikolai Gogol,писатель Николай Гоголь,Famous personalities,Russian writers,https://pm1.aminoapps.com/7675/eae6cbc211a3c9ae97c06b8b767c298a2fca8b27r1-1200-675v2_hq.jpg
writer Lev Nikolaevich Tolstoy,писатель Лев Николаевич Толстой,Famous personalities,Russian writers,https://babr24.com/engint30/prv/2020/11/207330.jpg
"writer Ivan Sergeevich Turgenev, black and white image","писатель Иван Сергеевич Тургенев, чёрно-белое изображение",Famous personalities,Russian writers,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRyogcpRs45W7jv3X4BpG2TrCrc42-Hg2KMisYRczVuyaL2-STe
writer Anton Pavlovich Chekhov,писатель Антон Павлович Чехов,Famous personalities,Russian writers,https://avatars.dzeninfra.ru/get-zen_brief/10096781/pub_64a7f9ecd84d7037d4eec1ff_64a7f9edd84d7037d4eec200/scale_1200
Pushkin laughs,Пушкин смеётся,Famous personalities,Russian writers,https://sun9-29.userapi.com/impg/R7ED7NHvyfBtgpvF9TJBjpC_XHAR7cs6qN0eUQ/Y4SPbrxy--U.jpg?size=512x365&quality=95&sign=39b8c82a85d496a1963118b5ec6e9952&type=album
"Vladimir Mayakovsky in a hat, 1920","Владимир Маяковский в шляпе, 1920 год",Famous personalities,Russian writers,"https://dza2a2ql7zktf.cloudfront.net/binaries-cdn/dqzqcuqf9/image/fetch/w_auto,c_fill,q_auto,dpr_1.0,f_auto,h_687/https://d2u3kfwd92fzu7.cloudfront.net/catalog/artwork/gallery/1167/ARO0033-2.jpg"
"Sergei Yesenin smiling, birch background, black and white photo","Сергей Есенин улыбается, фон берёзы, чёрно-белое фото",Famous personalities,Russian writers,"https://sun9-62.userapi.com/s/v1/ig2/f1od6ayd7hjHwkjMwQkdNuu7upEDJMCBqKJTQLw95CmVE0axYSVmnsAEHiXHFTt_tyS2DHWuTYUuQFK-UZBi9oWi.jpg?quality=95&as=32x19,48x28,72x42,108x64,160x94,240x142,360x212,480x283,540x319,640x378,720x425,1080x637,1280x755,1440x850,1830x1080&from=bu&u=vtplv62qa7pGclRsqCnIA1eiDSROv22ngr9empZpY74&cs=807x476"
Writer Sergei Mikhalkov,Писатель Сергей Михалков,Famous personalities,Russian writers,https://ggcbs.gomel.by/uploads/posts/2023-03/1678690221_1.jpg
"Fyodor Dostoevsky against the backdrop of St. Petersburg, hazy, black and white image","Фёдор Достоевский на фоне Санкт-Петербурга, туманно, чёрно-белое изображение",Famous personalities,Russian writers,https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_673a4c46379fec7402415245_673ba3e746e2b344f061eb42/scale_1200
"The Old Russian monk Nestor is the author of the first Russian chronicle, The Tale of Bygone Years","Древнерусский монах Нестор — автор первой русской летописи, «Повести временных лет»",Famous personalities,Russian writers,https://static.wikia.nocookie.net/slavenrod/images/8/8f/Img5.jpg/revision/latest?cb=20151005151442&path-prefix=ru
Vladimir Vladimirovich Putin,Владимир Владимирович Путин,Famous personalities,Politicians,http://b1.vestifinance.ru/c/298572.640xp.jpg
Boris Yeltsin,Борис Ельцин,Famous personalities,Politicians,https://avatars.dzeninfra.ru/get-zen_doc/9719727/pub_64595cda5a0d0277fc55db52_645a0e5b624753759e4371c3/scale_1200
Mikhail Gorbachev in a hat,Михаил Горбачёв в шляпе,Famous personalities,Politicians,https://avatars.mds.yandex.net/i?id=c95a5d0e7f8e72030144bd58f3ee9d644f535e38-8539554-images-thumbs&n=13
"Vladimir Zhirinovsky in a hat, on the podium of the State Duma","Владимир Жириновский в шляпе, на трибуне Государственной Думы",Famous personalities,Politicians,https://s0.bloknot-novorossiysk.ru/thumb/850x0xcut/upload/iblock/610/8C0AD307_0C49_405F_A9F3_436ADCD63F3B.jpeg
"Tsar, Emperor Nicholas II II","Царь, император Николай II второй",Famous personalities,Politicians,https://www.sedmitza.ru/data/504/513/1234/12388.jpg
Prince Vladimir Red Sun,Князь Владимир Красное Солнышко,Famous personalities,Politicians,https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_6597190d2a04ce1125740bc7_65971a9db29357251478ce07/scale_1200
Empress Catherine II,Императрица Екатерина II,Famous personalities,Politicians,https://moscowseasons.com/uploads/2018/10/03/5bb54a07f1c03.jpg
Rasputin,Распутин,Famous personalities,Politicians,https://static27.tgcnt.ru/posts/_0/b6/b6e03137cf4fb2742831842adbd3e543.jpg
"Nikita Khrushchev on the podium, black and white photo","Никита Хрущев на трибуне, чёрно-белое фото",Famous personalities,Politicians,"https://sun9-62.userapi.com/s/v1/ig2/kgUVlUq5P7JC-3IpexaB788ex9tbv1aRMPL1lzuOajJ2n2tP1Qrc2rN3pNMSWSFytaDOeWv2KOed_8VfL0MzxE7G.jpg?quality=96&blur=50,20&as=32x21,48x32,72x48,108x72,160x107,240x160,360x240,480x320,540x360,640x427,660x440&from=bu&u=5AS9SbdsuRMU6eJcAqEZYpRsPqautTylKVxcSKa7oDY&cs=660x440"
"Ancient Rus', ruler Olga, icon painting","Древняя Русь, правительница Ольга, иконопись",Famous personalities,Politicians,https://umnazia.ru/wp-content/uploads/2020/04/knjagina-Olga-portret-768x1197.jpg
Ksenia Borodina,Ксения Бородина,Famous personalities,Bloggers,https://www.eg.ru/wp-content/uploads/2018/01/15946817926044045.jpg
Russian video blogger Valya Carnival,Российский видеоблогер Валя Карнавал,Famous personalities,Bloggers,https://avatars.mds.yandex.net/i?id=624d2706aee1e72341030c8d12a19a23_l-4590899-images-thumbs&n=13
Famous video blogger Ida Galich,Известный видеоблогер Ида Галич,Famous personalities,Bloggers,https://avatars.dzeninfra.ru/get-zen_doc/9712766/pub_6480b7186526147a9b745d95_6480b9431f879c1f58bfd2dc/scale_1200
Yuri Dud with short hair against the backdrop of Barcelona,Юрий Дудь с короткой стрижкой на фоне Барселоны,Famous personalities,Bloggers,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXw5z5mmC2da1zc3EzAQTLBF5uJ3eYtPlkR8a4SJevHrryV6d5
"video blogger Valentin Petukhov, Wylsacom","видеоблогер Валентин Петухов, Wylsacom",Famous personalities,Bloggers,https://cdn.tvspb.ru/storage/wp-content/uploads/2022/06/2940217420742828561877053778799844353638400n1mdthumbnail.jpg__1200_0x0.webp
Laysan Utyasheva,Ляйсан Утяшева,Famous personalities,Bloggers,https://avatars.dzeninfra.ru/get-zen_doc/1900370/pub_6393882bee1bc829b5f3d78b_63938834ee1bc829b5f3db55/scale_1200
Eldar Dzharakhov,Эльдар Джарахов,Famous personalities,Bloggers,https://avatars.dzeninfra.ru/get-zen_doc/3908958/pub_5f892fbc9eb9a66f8bb220df_5f8b162b5282a97827568268/scale_1200
Ilya Varlamov,Илья Варламов,Famous personalities,Bloggers,https://static.tildacdn.com/tild3934-3962-4563-a633-613361613361/__2024-02-22__44047_.png
video blogger Nikolay Sobolev,видеоблогер Николай Соболев,Famous personalities,Bloggers,https://kazanfirst.ru/wp-content/uploads/2023/12/Et8hmRWlpCVFKuxEfM4C-1060x600.jpg
blogger Stas Davydov,блогер Стас Давыдов,Famous personalities,Bloggers,https://i.jauns.lv/t/2021/04/14/2187564/1000x620.png?v=1618413509
Stewed cod with onions and carrots,Тушеная треска с луком и морковью,National cuisine,Fish dishes,https://img.iamcook.ru/old/upl/recipes/cat/u-cc0458442970d67ea177acf05761ff42.JPG
"Baked carp stuffed with tomatoes, garlic and herbs","Запеченный карп, фаршированный помидорами, чесноком и зеленью.",National cuisine,Fish dishes,https://static.1000.menu/img/content-v2/0b/5f/3805/zapechennji-karp_1615532034_11_max.jpg
Baked mackerel rolls with mushroom filling,Запеченные рулетики из скумбрии с начинкой из грибов,National cuisine,Fish dishes,https://petrograph.ru/wp-content/uploads/2024/02/skumbriia-s-gribami-i-syrom-1.webp
Fish cutlets,Рыбные котлеты,National cuisine,Fish dishes,https://sun9-29.userapi.com/impg/CUR86C2EomnRZBi69TMiv-3dLek5L06YYV_kwA/FdIFg8_pkNg.jpg?size=512x341&quality=95&sign=8dbeeb08c451c20bc838217a1c1ea39b&type=album
Herring with onions,Селедка с луком,National cuisine,Fish dishes,https://avatars.dzeninfra.ru/get-zen_doc/9555919/pub_640ecdca16e2f234c9888524_640ece4628c4f70490630827/scale_1200
Fried catfish in the Volga style,Жареный сом по-волжски,National cuisine,Fish dishes,https://avatars.mds.yandex.net/i?id=d2724418690241e89d5fc948916c074bfc6f58c0-7013591-images-thumbs&n=13
Fish ear,Рыбная уха,National cuisine,Fish dishes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Уха_из_осетра_01.jpg/640px-Уха_из_осетра_01.jpg
Hake with mushrooms baked in a creamy mustard sauce,"Хек с грибами, запеченный в сливочно-горчичном соусе",National cuisine,Fish dishes,https://static.insales-cdn.com/files/1/4848/15635184/original/hekchampgl.jpg
Grilled fish with marinade,Жареная рыба под маринадом,National cuisine,Fish dishes,https://avatars.dzeninfra.ru/get-zen_doc/271828/pub_65c65fe0147d0f435ef76c99_65c66030eb6c534cc4a60b02/scale_1200
Pollock baked with potatoes and onions in cream,"Минтай, запеченный с картофелем и луком, в сливках",National cuisine,Fish dishes,https://cdn.nur.kz/images/1200x675/2df5080d4f89b0b5.jpeg?version=1
Sour cream in a beautiful bowl,Сметана в красивой пиалочке,National cuisine,Milk and dairy products,https://www.mcosmetic24.de/wp-content/uploads/wasch_creme.jpg
Kefir,Кефир,National cuisine,Milk and dairy products,https://s0.rbk.ru/v6_top_pics/media/img/1/94/756811929601941.webp
Milk is poured into a glass from a jug,Молоко наливается в стакан из кувшина,National cuisine,Milk and dairy products,https://pmedc.ru/info/wp-content/uploads/2/8/4/be496811ebae59f796e1ad1e32cf45848-650x430-1.jpg
Curdled milk in a faceted Soviet glass,Простокваша в граненом советском стакане,National cuisine,Milk and dairy products,https://life-ussr.ru/wp-content/uploads/2023/12/1-1-24.jpg
"Butter, serving","Сливочное масло, сервировка",National cuisine,Milk and dairy products,https://fotoblik.ru/wp-content/uploads/2023/08/maslo-slivochnoe-kartinki-1.webp
"Delicious cottage cheese in a plate, serving","Вкусный творог в тарелке, сервировка",National cuisine,Milk and dairy products,https://i.pinimg.com/originals/79/ef/94/79ef94fe44a3098b29b0dff5264e2eb3.jpg
"Cream in the creamer, serving","Сливки в сливочнике, сервировка",National cuisine,Milk and dairy products,https://shop-cdn1-2.vigbo.tech/shops/40247/products/21160256/images/3-d50b72864565d7ffdbe392fab5061f1a.jpeg
Whipped cream on the cake,Взбитые сливки на торте,National cuisine,Milk and dairy products,https://food.pibig.info/uploads/posts/2023-02/1675309351_food-pibig-info-p-krem-dlya-biskvitnogo-torta-iz-slivok-kras-1.jpg
Delicious fermented baked milk in a transparent jug,Вкусная ряженка в прозрачном кувшине,National cuisine,Milk and dairy products,https://здоровое-питание.рф/upload/iblock/1b9/2p1kbszlug8355t0a7lrthxnbnpiuxye/2023_09_08_13_54_46.jpg
Delicious yogurt with strawberries,Вкусный йогурт с клубникой,National cuisine,Milk and dairy products,https://img.povar.ru/mobile/0a/d9/7a/b3/iogurtovii_desert_s_klubnikoi_i_pechenem-778020.JPG
There are liquid apples in a plate against the background of the garden,На фоне сада в тарелке лежат яблочки наливные,National cuisine,Fruits,https://cdn.meteoprog.net/thumbnails/newsweather/cropr_1200x784/big_625753.jpg?1692011700
A pear orchard on a sunny day. Close-up image of pears,Грушевый сад в солнечный день. Изображение груш крупным планом,National cuisine,Fruits,https://img.sparknews.funkemedien.de/215585013/215585013_1539763038_v16_9_1200.jpeg
"a tree with plums, close-up, against the background of the seashore","дерево со сливами, крупный план, на фоне берега моря",National cuisine,Fruits,https://pitomnik-zr.ru/wp-content/uploads/2024/02/sliva-slivy-plody-frukty-visiat-na-dereve-sinie-spelye-listi-1-min.jpg
"The painting by the famous artist Valentin Serov is ""a girl with peaches"", peaches are depicted in close-up on the canvas","Картина известного художника Валентина Серова - «девочка с персиками», на полотне крупным планом изображены персики",National cuisine,Fruits,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Valentin_Serov_-_%D0%94%D0%B5%D0%B2%D0%BE%D1%87%D0%BA%D0%B0_%D1%81_%D0%BF%D0%B5%D1%80%D1%81%D0%B8%D0%BA%D0%B0%D0%BC%D0%B8._%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%92.%D0%A1.%D0%9C%D0%B0%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%BE%D0%B9_-_Google_Art_Project.jpg/640px-Valentin_Serov_-_%D0%94%D0%B5%D0%B2%D0%BE%D1%87%D0%BA%D0%B0_%D1%81_%D0%BF%D0%B5%D1%80%D1%81%D0%B8%D0%BA%D0%B0%D0%BC%D0%B8._%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%92.%D0%A1.%D0%9C%D0%B0%D0%BC%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%BE%D0%B9_-_Google_Art_Project.jpg
A farmer boasts of a huge watermelon plantation,Фермер хвастается огромной плантацией арбузов,National cuisine,Fruits,https://balthazar.club/o/uploads/posts/2023-10/1697566763_balthazar-club-p-bolshaya-yagoda-v-polosku-instagram-23.jpg
"A bright, golden, juicy, yellow melon with a bee circling over it","Яркая, золотистая, сочная, желтая дыня над которой кружит пчела",National cuisine,Fruits,https://altainews.kz/ru/uploads/posts/2024-08/1724128448_1662097455_j-4.webp
"A gift basket with a bow, in which large, ripe figs are superimposed","Подарочная корзина с бантом, в которой наложены большие, спелые инжиры",National cuisine,Fruits,https://i.pinimg.com/736x/14/ba/09/14ba0993a5e59f11c5722cca72e65bb3.jpg
"Beautifully laid out pomegranates on a platter, against the background of an oriental cafe on a hot summer day","Красиво выложенные гранаты на блюде, на фоне восточного кафе в жаркий летний день",National cuisine,Fruits,https://visaforazerbaijan.org.uk/wp-content/uploads/Pomegranate-festival.jpg
"A bright yellow lemon lies on a porcelain plate, cut in half, tea ceremony, beautiful lemon serving","Яркий, желтый лимон лежит на фарфоровой тарелке, разрезанный пополам, чайная церемония, красивая подача лимона",National cuisine,Fruits,https://шашлычныйкрай.рф/gallery_gen/675c935e125e55eed8dab39c5b6e8698_fill.jpg
"A box of tangerines is standing under a Christmas tree in the snow, flakes of snow are falling quietly, a winter evening","Ящик с мандаринами стоит под елкой на снегу, тихо падают хлопья снега, зимний вечер",National cuisine,Fruits,https://avatars.dzeninfra.ru/get-zen_doc/1686231/pub_63884d9e97ea6d22779f592d_638853652dc93734c2679315/scale_1200
Borodino bread,Бородинский хлеб,National cuisine,Bread and bakery products,https://www.tdp74.ru/upload/iblock/477/47703a2cca2dfd468c6bf5d0fe7e0e9e.jpg
"Drying machines and steering wheels, on the background of a samovar","Сушки и баранки, на фоне самовар",National cuisine,Bread and bakery products,https://sun9-19.userapi.com/impg/k8dP8tdBDCm583UV8NhmTMDFqRSxdaA4QiZJ_A/wn4Ws9dxht8.jpg?size=512x313&quality=95&sign=ef219a7f792a7738deb6e9906de4a43b&type=album
Russian loaf,Русский каравай,National cuisine,Bread and bakery products,https://kulturologia.ru/files/u22291/222914890.jpg
Delicious buns with tea,Вкусные плюшки с чаем,National cuisine,Bread and bakery products,https://img.iamcook.ru/old/upl/recipes/cat/u-cf5ce68cff5224c95698b274b5c67622.JPG
Roll with poppy seeds and raisins,Рулет с маком и изюмом,National cuisine,Bread and bakery products,https://ferma-alpatevo.ru/image/cache/catalog/2/firmenvipech/241-auto_width_1000.jpg
Loaf of wheat bread,Буханка пшеничного хлеба,National cuisine,Bread and bakery products,https://brj.selhozproduct.ru/upload/usl/f_62544d46e1f91.jpg
Delicious cheesecake with tea,Вкусная ватрушка с чаем,National cuisine,Bread and bakery products,https://img.povar.ru/mobile/00/5d/49/de/vatrushki_iz_drojjevogo_testa-296620.JPG
Cranberry Pie,Пирог с брусникой,National cuisine,Bread and bakery products,https://komkur.info/i/202109/preview/pirog.jpg
Delicious pies with tea,Вкусные пирожки с чаем,National cuisine,Bread and bakery products,"https://sun9-56.userapi.com/s/v1/ig2/jYuf3KuDupdqJPgNARWNl4DAyS6KCnKpIZE3Q3Qa904HuoWgBhno4vlRiXsL4YcVdIgRa78FhGulJ1mUCz0CcWBG.jpg?quality=95&as=32x21,48x32,72x48,108x72,160x107,240x160,360x240,480x320,540x360,640x427,720x481,1080x721,1200x801&from=bu&u=iLi2Hv1CshEhry99q0U9LYO3M4q1aYP-sl5F7GEvP20&cs=807x539"
Tula gingerbread,Тульский пряник,National cuisine,Bread and bakery products,https://kulturologia.ru/files/u30096/Prjaniki18.jpg
Kvass in a glass on the background of a barrel,Квас в стакане на фоне бочки,National cuisine,Soft drinks,https://svoe-zagorodom.ru/blog/wp-content/uploads/2024/06/anons-1-scaled.jpg
Cranberry juice in a decanter,Морс клюквенный в графине,National cuisine,Soft drinks,https://шашлыкдаром73.рф/wp-content/uploads/2022/11/%D0%9C%D0%BE%D1%80%D1%81.jpg
"Apple compote is transparent, light yellow-beige in color, in a glass jar","Компот яблочный прозрачный, светло-желто-бежевого цвета, в банке стеклянной закатка",National cuisine,Soft drinks,https://i.ytimg.com/vi/Xw9bGoHPuwg/maxresdefault.jpg
Tea made from currant leaves brewed in a mug,Чай из листьев смородины заваренный в кружке,National cuisine,Soft drinks,https://dracat.windchi.me/wp-content/uploads/2017/03/1476220200_i_efa5c6681c0a8737_html_96083ad-300x201.jpg
Birch sap is a whitish cloudy translucent liquid in a decanter transparent against a background of birch trees,"Березовый сок - беловато мутная жидкость полупрозрачная, в графине прозрачном на фоне березок",National cuisine,Soft drinks,https://cdn-m.sport24.ru/m/cafc/c26c/6905/4b99/a690/0646/d62e/cbfc/1600_10000_max.jpeg
Blackcurrant jelly in a large enameled saucepan,Кисель из черной смородины в большой эмалированной кастрюле,National cuisine,Soft drinks,https://images.kot-obzhora.ru/1920_2-shag-prigotovleniya-kiselya-iz-chyornoj-smorodiny_c0b6db4a7b.jpg
Homemade honey sbiten with a cinnamon stick in a Soviet glass glass,Сбитень медовый домашний с палочкой корицы в стеклянном стакане советском,National cuisine,Soft drinks,https://yogavedi.ru/wp-content/uploads/2018/12/85484-768x379.jpg
Dried fruit compote in an enameled saucepan with a ladle,Компот из сухофруктов в эмалированной кастрюле с половником,National cuisine,Soft drinks,https://www.photorecept.ru/wp-content/uploads/2018/11/4-22-1024x681.jpg
Strawberry compote homemade roll-up in a jar,"Компот из клубники, домашняя закатка в банке",National cuisine,Soft drinks,https://i.pinimg.com/originals/07/38/10/0738108d876e566c07e145e4e9ec0a8e.jpg
"sea buckthorn berry tea sea, buckthorn tea","чай из ягод облепихи, облепиховый чай",National cuisine,Soft drinks,https://www.scarlett.ru/upload/resize_cache/webp/img/231031/29.webp
Young country-style potatoes with herbs and butter,Молодая картошечка по-деревенски с зеленью и маслом,National cuisine,Hot appetizers,https://avatars.mds.yandex.net/i?id=410ed6fd80c44e1d3f52ac0a55fcb002_l-12366556-images-thumbs&n=13
Buckwheat with mushrooms in a pot,Гречка с грибами в горшочке,National cuisine,Hot appetizers,https://cdn.fishki.net/upload/post/2022/03/17/3485765/tn/a0c72305141f8a46b92f54d25fb05748.jpg
Thin Russian pancakes with sour cream,Тонкие русские блины со сметаной,National cuisine,Hot appetizers,https://img.freepik.com/fotos-premium/stapel-pfannkuchen-mit-saurer-sahne_214995-7878.jpg
Mashed Potatoes in a Bowl,Картофельное Пюре в тарелочке,National cuisine,Hot appetizers,https://sun9-28.userapi.com/impg/-cIuZAvyYrFeYeHAPqxwGWZdspEuIEBopcnjjw/yJk0PdyIycw.jpg?size=580x387&quality=96&sign=8572ee869673b9e3872339f5a27bb4a7&type=none
Fried potatoes with herbs,Жареная картошка с зеленью,National cuisine,Hot appetizers,https://www.koolinar.ru/all_image/recipes/157/157586/recipe_392d8514-1fd4-4649-b3c6-8461df3daa88.jpg
"Pan-fried vegetables: carrots, onions, zucchini","Жареные на сковороде овощи: морковь, лук, кабачок",National cuisine,Hot appetizers,https://proovoshhi.ru/wp-content/uploads/2019/05/-%D1%82%D1%8B%D0%BA%D0%B2%D0%B0-%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82-e1558763267147.jpg
Fried potato strips with mushrooms,Жареная картошка соломкой с грибами,National cuisine,Hot appetizers,https://avatars.dzeninfra.ru/get-zen_doc/3947075/pub_5f3811e1e2e4e97efc902834_5f386c0dfa48f90d67726d20/scale_1200
Ruddy apple pie,Румяный пирог с яблоками,National cuisine,Hot appetizers,https://food.pibig.info/uploads/posts/2023-03/1678978665_food-pibig-info-p-pirog-s-grushami-tsvetaevskii-pinterest-5.jpg
Meat pie on a tablecloth,Пирог с мясом на скатерти,National cuisine,Hot appetizers,https://balthazar.club/uploads/posts/2023-02/thumbs/1675991309_balthazar-club-p-pirog-myasnoi-vellington-oboi-20.jpg
Small village hot pies on a plate,Маленькие деревенские горячие пирожки на тарелке,National cuisine,Hot appetizers,https://thumbs.dreamstime.com/b/fresh-baked-patties-egg-green-onion-stuffing-dark-brown-stone-table-traditional-russian-ukrainian-homemade-savory-184039500.jpg
Pickled cucumbers in a jar,Соленые огурцы в банке,National cuisine,Cold appetizers,https://img.goodfon.com/wallpaper/big/c/3a/banka-ogurcy-marinovannye.webp
Salted tomatoes in a jar village,Соленые помидоры в баночке деревенские,National cuisine,Cold appetizers,https://avatars.dzeninfra.ru/get-zen_doc/1895133/pub_631492da02fb06401f0cc4fa_631739a2d0439f3cb978a6ff/scale_1200
"Vegetable salad: cucumbers, tomatoes in sour cream",Салат овощной: огурцы помидоры в сметане,National cuisine,Cold appetizers,https://images.deliveryhero.io/image/menus-glovo/products/3c251f8573201b9d49c841c6da326aec0b8fffec27df90a13c787681af599e6d?t=W3siYXV0byI6eyJxIjoibG93In19XQ==
"Boiled egg with homemade mayonnaise, greens","Отварное яйцо с домашним майонезом, зелень",National cuisine,Cold appetizers,https://www.aceitesdeolivadeespana.com/wp-content/uploads/2019/05/recetas_con_huevo_duro.jpg
Vinaigrette salad,"Салат ""винегрет""",National cuisine,Cold appetizers,https://i.ytimg.com/vi/Zci_uH7EaVs/maxresdefault.jpg
"Portioned herring with green onions, beautifully arranged on a platter",Порционно нарезанная селёдка кусочками с зелёным лучком красиво уложенная на блюде,National cuisine,Cold appetizers,https://lokasfood.ru/uploads/posts/2017-11/1512019454_e290722fab433d9f6ddb9b121d78480e.jpg
Red salmon fish on a plate with a slice of lemon,Красная рыбка сёмга на блюде с долькой лимона,National cuisine,Cold appetizers,https://aif-s3.aif.ru/images/003/511/02bd02cb9671defa8e51a5323bea4df9.jpg
"Crystal vase with red caviar on the New Year's table, photo from the Soviet era","Хрустальная ваза с красной икрой на новогоднем столе, фото советских времен",National cuisine,Cold appetizers,https://img.goodfon.com/wallpaper/big/e/56/stol-ikra-krasnaia-buterbrody-zakuska-stakany-vodka-khvoia-b.webp
"Black caviar in a vase with a decorative golden spoon, Russian noble table","Черная икра в вазочке с декоративной золотой ложкой, русский дворянский стол",National cuisine,Cold appetizers,https://tse1.mm.bing.net/th?id=OIP.4NHGMCNo_kg1RMGqmfbtkAHaE8&pid=Api&P=0&w=500&h=500
"Salad ""Herring under a fur coat""","Салат ""Сельдь под шубой""",National cuisine,Cold appetizers,https://cookyt.pro/uploads/youtube/parse/1669277982_aMDtDK.jpg
Boiled dumplings in a pot,Отварные пельмени в горшочке,National cuisine,Meat dishes,https://yummi.club/wp-content/uploads/2016/04/pelmeni-v-gorshochke-1.jpg
Pork knuckle baked on a baking sheet,Свиная рулька запечённая на противене,National cuisine,Meat dishes,https://img.povar.ru/main/6f/b2/1c/d4/noga_svinaya_v_duhovke-260282.jpg
"Salted lard cut into pieces, green onions","Нарезанное соленое сало на кусочки, зелёный лучок",National cuisine,Meat dishes,https://eda.ru/images/RecipePhoto/4x3/salo-so-speciyami_124986_photo_147178.jpg
Meat casserole with potatoes,мясная запеканка с картофелем,National cuisine,Meat dishes,https://avatars.mds.yandex.net/i?id=afaae97f092a1e7f5d7f7123d353dda59ce7f94c-5859172-images-thumbs&n=13
"Cabbage rolls with meat, sour cream and greens","Голубцы с мясом, сметанка и зелень",National cuisine,Meat dishes,https://derevenskie-produkty-v-saratove.ru/f/store/item/71/4771/cover/middlesize.jpg
The pork cut into slices lies on a cutting board,Буженина нарезанная на ломтики лежит на разделочной доске,National cuisine,Meat dishes,https://images.gastronom.ru/jR_ws1yn4ld9p5oXAWijBViwrAU6xyRchpi8IPAmcLM/pr:content-group-preview-image/g:ce/rs:auto:764:430:0/L2Ntcy9hbGwtaW1hZ2VzLzAwOTllMjUyLTcwZGMtNGVlOS05N2U1LTUxODg0MDMxYzA4MC5qcGc.webp
Baked chicken hearts,Запечённые куриные сердечки,National cuisine,Meat dishes,https://cdn.lifehacker.ru/wp-content/uploads/2021/10/Depositphotos_454542678_XL_1635329980-scaled-e1635330052974-1280x640.jpg
Beef Stroganoff on a platter,Бефстроганов на блюде,National cuisine,Meat dishes,https://avatars.mds.yandex.net/i?id=5cc1471db9d8890eaab783efd3b7f34d_l-5269155-images-thumbs&n=13
Homemade pork cutlets with dill,Свиные котлеты по-домашнему с укропом,National cuisine,Meat dishes,https://static.1000.menu/files/user-v2/b9/26/649780/foto/f_13-04-2024-07-39-44.1713037185.jpg
"Baked chicken, fried smoked carcass lies in apple slices","Цыпленок запечённый, жареная копчёная тушка лежит в дольках яблок",National cuisine,Meat dishes,https://img.goodfon.ru/original/1280x768/2/3f/kurica-blyudo-yabloki-sous.jpg
Oatmeal porridge in a clay pot,Овсяная каша в глиняном горшочке,National cuisine,Cereals,https://troitskiy58.ru/wp-content/uploads/2021/03/Каша-овсяная-scaled.jpg
